FACID,FACID,LAT,LON,totpop,buff,stabbr,statename,region,RAW_E_PM25,S_E_PM25_PER,R_E_PM25_PER,N_E_PM25_PER,S_E_PM25,R_E_PM25,N_E_PM25,RAW_E_O3,S_E_O3_PER,R_E_O3_PER,N_E_O3_PER,S_E_O3,R_E_O3,N_E_O3,RAW_E_DIESEL,S_E_DIESEL_PER,R_E_DIESEL_PER,N_E_DIESEL_PER,S_E_DIESEL,R_E_DIESEL,N_E_DIESEL,RAW_E_CANCER,S_E_CANCER_PER,R_E_CANCER_PER,N_E_CANCER_PER,S_E_CANCER,R_E_CANCER,N_E_CANCER,RAW_E_NEURO,S_E_NEURO_PER,R_E_NEURO_PER,N_E_NEURO_PER,S_E_NEURO,R_E_NEURO,N_E_NEURO,RAW_E_RESP,S_E_RESP_PER,R_E_RESP_PER,N_E_RESP_PER,S_E_RESP,R_E_RESP,N_E_RESP,RAW_E_TRAFFIC,S_E_TRAFFIC_PER,R_E_TRAFFIC_PER,N_E_TRAFFIC_PER,S_E_TRAFFIC,R_E_TRAFFIC,N_E_TRAFFIC,RAW_E_LEAD,S_E_LEAD_PER,R_E_LEAD_PER,N_E_LEAD_PER,S_E_LEAD,R_E_LEAD,N_E_LEAD,RAW_E_NPL,S_E_NPL_PER,R_E_NPL_PER,N_E_NPL_PER,S_E_NPL,R_E_NPL,N_E_NPL,RAW_E_RMP,S_E_RMP_PER,R_E_RMP_PER,N_E_RMP_PER,S_E_RMP,R_E_RMP,N_E_RMP,RAW_E_TSDF,S_E_TSDF_PER,R_E_TSDF_PER,N_E_TSDF_PER,S_E_TSDF,R_E_TSDF,N_E_TSDF,RAW_E_NPDES,S_E_NPDES_PER,R_E_NPDES_PER,N_E_NPDES_PER,S_E_NPDES,R_E_NPDES,N_E_NPDES,RAW_D_INDEX,S_D_INDEX_PER,R_D_INDEX_PER,N_D_INDEX_PER,S_D_INDEX,R_D_INDEX,N_D_INDEX,RAW_D_MINOR,S_D_MINOR_PER,R_D_MINOR_PER,N_D_MINOR_PER,S_D_MINOR,R_D_MINOR,N_D_MINOR,RAW_D_INCOME,S_D_INCOME_PER,R_D_INCOME_PER,N_D_INCOME_PER,S_D_INCOME,R_D_INCOME,N_D_INCOME,RAW_D_LING,S_D_LING_PER,R_D_LING_PER,N_D_LING_PER,S_D_LING,R_D_LING,N_D_LING,RAW_D_LESSHS,S_D_LESSHS_PER,R_D_LESSHS_PER,N_D_LESSHS_PER,S_D_LESSHS,R_D_LESSHS,N_D_LESSHS,RAW_D_UNDER5,S_D_UNDER5_PER,R_D_UNDER5_PER,N_D_UNDER5_PER,S_D_UNDER5,R_D_UNDER5,N_D_UNDER5,RAW_D_OVER64,S_D_OVER64_PER,R_D_OVER64_PER,N_D_OVER64_PER,S_D_OVER64,R_D_OVER64,N_D_OVER64
21,21,40.229444,-83.375583,7036.935796,NA,Ohio,OH,5,11.3,45,71,88,11.3,10.6,9.32,54.4,68,90,85,52.8,50.3,47.4,0.954,51,57,62,0.995,0.931,0.937,33,34,46,26,37,34,40, NA,NA,NA,NA,0,0,0,1.4,34,45,37,1.8,1.7,1.8,32,44,37,33,170,370,590,0.29,42,45,59,0.42,0.39,0.3,0.023,21,13,21,0.091,0.12,0.13,1.3,92,89,92,0.44,0.51,0.43,0,8,24,26,0.089,0.069,0.072,0.099,18,27,31,0.33,0.31,0.31,21,49,47,31,27,29,36,8,45,37,20,19,24,37,33,54,56,52,34,33,35,1,69,60,46,1,2,5,9,49,51,44,11,11,14,5,41,39,38,6,6,6,13,43,48,52,15,14,14
22,22,36.145556,-86.751389,5777.739501,NA,Tennessee,TN,4,10.3,85,83,73,9.8,8.9,9.32,51,49,88,68,51,42.4,47.4,3.39,99,99,98,0.811,0.752,0.937,66,99,99,98,43,42,40, NA,NA,NA,NA,0,0,0,4.6,98,99,98,1.6,1.7,1.8,2900,99,98,95,210,290,590,0.52,90,93,76,0.2,0.16,0.3,0,39,30,16,0.054,0.077,0.13,3.3,99,99,99,0.35,0.32,0.43,0.04,63,65,50,0.051,0.044,0.072,0.2,71,72,62,0.21,0.2,0.31,77,94,93,92,32,38,36,70,89,82,79,25,37,37,83,97,97,98,39,39,35,1,67,52,45,2,3,5,34,95,93,91,15,15,14,13,95,95,94,6,6,6,11,35,39,43,14,15,14
23,23,43.6705,-93.57925,678.1449042,NA,Minnesota,MN,5,9.48,28,12,50,9.95,10.6,9.32,48.3,98,18,48,44.2,50.3,47.4,0.242,17,5,10,0.753,0.931,0.937,21,13,3,3,36,34,40, NA,NA,NA,NA,0,0,0,0.69,12,5,5,2.2,1.7,1.8,65,52,48,44,350,370,590,0.61,81,74,82,0.33,0.39,0.3,0.000066,18,9,16,0.18,0.12,0.13,1.6,94,92,94,0.5,0.51,0.43,0,32,24,26,0.11,0.069,0.072,0.044,11,4,7,0.21,0.31,0.31,13,31,22,13,22,29,36,1,6,7,4,18,24,37,24,51,40,37,27,33,35,0,56,58,44,2,2,5,6,53,38,33,8,11,14,4,23,30,29,6,6,6,15,64,61,64,14,14,14
24,24,30.273611,-93.026667,109.4286845,NA,Louisiana,LA,6,8.72,19,23,34,9.26,9.45,9.32,39.4,8,11,14,42.1,47,47.4,0.239,13,12,10,0.887,0.72,0.937,36,5,18,36,49,42,40, NA,NA,NA,NA,0,0,0,1.6,28,44,49,1.9,1.8,1.8,2.9,14,8,8,250,320,590,0.049,24,41,25,0.22,0.18,0.3,0.066,61,70,52,0.08,0.072,0.13,0.23,52,49,60,0.58,0.55,0.43,0.049,60,53,58,0.051,0.075,0.072,0.066,11,16,15,0.45,0.41,0.31,18,16,12,24,40,45,36,8,13,6,20,40,50,37,27,29,33,42,40,39,35,0,62,36,45,2,6,5,16,52,55,67,17,17,14,9,72,67,75,7,7,6,7,17,29,21,13,12,14
25,25,40.595833,-79.241667,334.5572285,NA,Pennsylvania,PA,3,10.3,33,64,71,10.5,9.84,9.32,49.9,61,47,60,49.1,49.8,47.4,0.24,7,6,10,0.927,0.918,0.937,26,10,6,9,41,42,40, NA,NA,NA,NA,0,0,0,1.2,25,25,26,1.8,1.8,1.8,22,31,28,27,250,350,590,0.22,22,41,52,0.49,0.37,0.3,0.025,5,9,23,0.18,0.15,0.13,0.39,65,75,71,0.45,0.35,0.43,0.013,10,16,28,0.12,0.11,0.072,0.15,28,42,49,0.51,0.37,0.31,18,46,34,25,26,30,36,10,51,34,25,21,31,37,25,46,49,39,31,29,35,3,79,77,64,2,2,5,10,55,53,48,11,12,14,6,66,61,55,6,6,6,17,59,66,71,16,15,14
26,26,43.804333,-93.484611,315.6558237,NA,Minnesota,MN,5,9.53,29,12,51,9.95,10.6,9.32,48,96,16,47,44.2,50.3,47.4,0.247,18,6,10,0.753,0.931,0.937,21,12,3,3,36,34,40, NA,NA,NA,NA,0,0,0,0.66,11,4,4,2.2,1.7,1.8,14,24,24,21,350,370,590,0.58,79,72,80,0.33,0.39,0.3,0,18,9,16,0.18,0.12,0.13,1.5,92,91,93,0.5,0.51,0.43,0,32,24,26,0.11,0.069,0.072,0.046,11,5,8,0.21,0.31,0.31,16,44,33,21,22,29,36,4,22,21,11,18,24,37,28,59,47,44,27,33,35,0,56,58,44,2,2,5,8,62,46,39,8,11,14,5,38,44,43,6,6,6,19,78,78,79,14,14,14
27,27,41.255833,-76.044167,126.4213592,NA,Pennsylvania,PA,3,8.73,6,19,34,10.5,9.84,9.32,44,1,0,26,49.1,49.8,47.4,0.21,4,4,7,0.927,0.918,0.937,27,14,9,12,41,42,40, NA,NA,NA,NA,0,0,0,0.92,11,10,12,1.8,1.8,1.8,200,69,64,62,250,350,590,0.63,66,77,83,0.49,0.37,0.3,0.064,35,41,51,0.18,0.15,0.13,0.71,79,85,82,0.45,0.35,0.43,0.12,67,74,85,0.12,0.11,0.072,0.15,30,44,50,0.51,0.37,0.31,19,50,38,27,26,30,36,0,4,3,1,21,31,37,38,69,70,59,31,29,35,0,56,55,44,2,2,5,23,89,87,79,11,12,14,3,22,21,19,6,6,6,23,85,87,88,16,15,14
28,28,44.654056,-95.540028,436.00801,NA,Minnesota,MN,5,9.03,20,7,39,9.95,10.6,9.32,46.7,86,13,41,44.2,50.3,47.4,0.212,14,4,8,0.753,0.931,0.937,18,5,1,1,36,34,40, NA,NA,NA,NA,0,0,0,0.49,2,0,1,2.2,1.7,1.8,1.9,8,6,6,350,370,590,0.68,85,78,85,0.33,0.39,0.3,0,18,9,16,0.18,0.12,0.13,1.6,94,92,94,0.5,0.51,0.43,0,32,24,26,0.11,0.069,0.072,0.038,8,3,5,0.21,0.31,0.31,13,34,24,15,22,29,36,3,18,17,8,18,24,37,24,49,39,36,27,33,35,0,56,58,44,2,2,5,5,46,32,28,8,11,14,7,65,67,65,6,6,6,17,73,72,73,14,14,14
29,29,41.2625,-75.791667,569.756701,NA,Pennsylvania,PA,3,8.69,6,18,33,10.5,9.84,9.32,44.6,3,2,29,49.1,49.8,47.4,0.461,26,25,29,0.927,0.918,0.937,31,21,17,21,41,42,40, NA,NA,NA,NA,0,0,0,1.3,27,27,28,1.8,1.8,1.8,690,91,86,82,250,350,590,0.063,4,18,29,0.49,0.37,0.3,0.13,62,70,75,0.18,0.15,0.13,0.82,83,88,85,0.45,0.35,0.43,0.09,54,62,77,0.12,0.11,0.072,0.099,12,24,30,0.51,0.37,0.31,27,69,56,44,26,30,36,16,62,44,34,21,31,37,38,69,70,59,31,29,35,5,85,84,71,2,2,5,8,45,44,40,11,12,14,1,6,6,6,6,6,6,24,87,89,90,16,15,14
30,30,39.388056,-88.949444,578.3813683,NA,Illinois,IL,5,10.1,5,25,65,11.2,10.6,9.32,53.1,86,82,80,50.8,50.3,47.4,0.316,2,11,17,1.28,0.931,0.937,27,9,20,12,36,34,40, NA,NA,NA,NA,0,0,0,0.68,2,5,5,1.8,1.7,1.8,42,36,41,37,500,370,590,0.52,59,68,76,0.42,0.39,0.3,0.03,20,21,27,0.095,0.12,0.13,1.1,81,86,89,0.69,0.51,0.43,0,19,24,26,0.059,0.069,0.072,0.091,14,23,27,0.38,0.31,0.31,28,51,62,46,35,29,36,2,5,8,4,37,24,37,54,82,82,79,32,33,35,1,47,62,48,5,2,5,20,78,84,74,12,11,14,5,43,44,43,6,6,6,14,59,53,57,13,14,14
31,31,29.86735,-89.83315,638.0015754,NA,Louisiana,LA,6,7.97,1,12,20,9.26,9.45,9.32,43.4,86,35,24,42.1,47,47.4,0.628,49,50,42,0.887,0.72,0.937,30,1,7,18,49,42,40, NA,NA,NA,NA,0,0,0,1.2,2,17,23,1.9,1.8,1.8,11,25,18,18,250,320,590,0.12,44,57,39,0.22,0.18,0.3,0.042,45,54,37,0.08,0.072,0.13,0.88,78,81,86,0.58,0.55,0.43,0.055,64,57,62,0.051,0.075,0.072,0.087,17,26,25,0.45,0.41,0.31,28,38,30,46,40,45,36,14,24,13,31,40,50,37,42,56,56,65,40,39,35,0,62,35,44,2,6,5,23,72,70,80,17,17,14,4,30,26,34,7,7,6,15,65,69,61,13,12,14
32,32,43.584512,-95.564175,4.073770492,NA,Minnesota,MN,5,9.15,21,8,42,9.95,10.6,9.32,50.6,99,50,65,44.2,50.3,47.4,0.199,12,3,7,0.753,0.931,0.937,18,6,1,1,36,34,40, NA,NA,NA,NA,0,0,0,0.5,3,1,1,2.2,1.7,1.8,2.8,9,8,7,350,370,590,0.55,78,70,79,0.33,0.39,0.3,0,18,9,16,0.18,0.12,0.13,1,84,85,88,0.5,0.51,0.43,0,32,24,26,0.11,0.069,0.072,0.084,35,20,23,0.21,0.31,0.31,16,45,34,21,22,29,36,2,11,11,6,18,24,37,30,64,51,48,27,33,35,0,56,58,44,2,2,5,5,40,28,25,8,11,14,6,46,51,49,6,6,6,16,69,67,69,14,14,14
33,33,29.626729,-90.928309,167.6496534,NA,Louisiana,LA,6,8.28,2,15,26,9.26,9.45,9.32,40.7,18,19,17,42.1,47,47.4,0.274,17,15,13,0.887,0.72,0.937,33,1,11,27,49,42,40, NA,NA,NA,NA,0,0,0,1.6,23,39,45,1.9,1.8,1.8,0,7,2,2,250,320,590,0.19,60,68,49,0.22,0.18,0.3,0.046,47,57,40,0.08,0.072,0.13,0.84,77,80,85,0.58,0.55,0.43,0,36,29,26,0.051,0.075,0.072,0.059,9,14,12,0.45,0.41,0.31,55,72,65,77,40,45,36,64,74,64,76,40,50,37,46,63,61,70,40,39,35,0,62,35,44,2,6,5,28,84,78,86,17,17,14,2,10,9,12,7,7,6,20,87,87,82,13,12,14
34,34,43.297778,-91.99,316.5871172,NA,Iowa,IA,7,9.17,6,19,43,9.67,9.75,9.32,48,0,3,47,49.5,53,47.4,0.225,3,6,9,0.585,0.779,0.937,21,7,3,3,30,38,40, NA,NA,NA,NA,0,0,0,0.52,4,2,2,1.1,1.5,1.8,220,47,71,64,1400,490,590,0.59,69,77,81,0.44,0.36,0.3,0,21,21,16,0.1,0.097,0.13,1.2,76,84,90,0.79,0.59,0.43,0,92,51,26,0.0034,0.045,0.072,0.075,37,26,19,0.2,0.22,0.31,11,21,16,10,21,26,36,0,4,3,1,12,18,37,22,34,32,33,30,33,35,0,65,65,44,2,2,5,11,73,64,53,9,11,14,8,71,69,70,6,7,6,20,75,78,81,15,14,14
35,35,41.009444,-76.863056,4310.55745,NA,Pennsylvania,PA,3,10.1,28,56,66,10.5,9.84,9.32,46.1,10,8,38,49.1,49.8,47.4,0.725,46,44,48,0.927,0.918,0.937,40,49,47,51,41,42,40, NA,NA,NA,NA,0,0,0,1.9,60,56,61,1.8,1.8,1.8,160,66,61,59,250,350,590,0.57,60,73,79,0.49,0.37,0.3,0.055,28,34,46,0.18,0.15,0.13,1.6,95,96,94,0.45,0.35,0.43,0.052,35,43,60,0.12,0.11,0.072,0.93,83,90,92,0.51,0.37,0.31,23,62,49,37,26,30,36,6,38,25,16,21,31,37,40,73,74,62,31,29,35,1,57,56,45,2,2,5,19,83,80,72,11,12,14,7,75,70,65,6,6,6,18,64,70,75,16,15,14
36,36,41.3275,-75.655833,40.2823804,NA,Pennsylvania,PA,3,8.35,3,8,27,10.5,9.84,9.32,45.1,6,3,32,49.1,49.8,47.4,0.179,1,2,5,0.927,0.918,0.937,23,4,2,5,41,42,40, NA,NA,NA,NA,0,0,0,0.69,3,2,5,1.8,1.8,1.8,47,44,41,39,250,350,590,0.23,24,43,54,0.49,0.37,0.3,0.062,33,39,50,0.18,0.15,0.13,0.18,42,57,51,0.45,0.35,0.43,0.034,24,30,44,0.12,0.11,0.072,0.08,7,15,21,0.51,0.37,0.31,9,13,9,6,26,30,36,1,12,8,4,21,31,37,17,28,33,24,31,29,35,1,66,64,52,2,2,5,7,35,36,33,11,12,14,9,82,79,75,6,6,6,14,40,49,56,16,15,14
37,37,40.253333,-77.018611,4049.440083,NA,Pennsylvania,PA,3,11.5,80,91,90,10.5,9.84,9.32,48.4,31,29,49,49.1,49.8,47.4,0.698,45,43,47,0.927,0.918,0.937,37,40,38,42,41,42,40, NA,NA,NA,NA,0,0,0,1.6,46,44,48,1.8,1.8,1.8,150,64,60,58,250,350,590,0.11,9,26,37,0.49,0.37,0.3,0.27,85,88,90,0.18,0.15,0.13,0.63,77,83,80,0.45,0.35,0.43,0.31,92,93,96,0.12,0.11,0.072,0.89,82,89,92,0.51,0.37,0.31,16,39,28,20,26,30,36,17,65,46,36,21,31,37,14,21,26,19,31,29,35,2,67,65,53,2,2,5,4,18,19,19,11,12,14,6,60,55,50,6,6,6,15,48,56,62,16,15,14
38,38,37.516111,-97.496111,1477.967993,NA,Kansas,KS,7,9.18,39,20,43,9.21,9.75,9.32,56.7,96,98,92,55.6,53,47.4,0.263,20,13,12,0.639,0.779,0.937,33,24,31,27,39,38,40, NA,NA,NA,NA,0,0,0,1.1,15,27,17,1.6,1.5,1.8,0,3,1,2,140,490,590,0.18,37,38,47,0.37,0.36,0.3,0.03,38,36,27,0.078,0.097,0.13,0.99,78,80,88,0.61,0.59,0.43,0.1,79,87,81,0.064,0.045,0.072,0.082,25,29,22,0.24,0.22,0.31,13,21,22,14,28,26,36,2,5,13,6,23,18,37,24,38,36,36,33,33,35,0,58,65,44,2,2,5,7,50,44,36,10,11,14,8,69,73,74,7,7,6,14,54,49,56,14,14,14
39,39,37.48,-97.373333,215.8548728,NA,Kansas,KS,7,9.1,36,16,41,9.21,9.75,9.32,56.8,98,99,93,55.6,53,47.4,0.267,20,14,12,0.639,0.779,0.937,34,28,34,31,39,38,40, NA,NA,NA,NA,0,0,0,1.1,19,32,21,1.6,1.5,1.8,18,43,30,24,140,490,590,0.21,39,41,51,0.37,0.36,0.3,0.031,39,37,28,0.078,0.097,0.13,0.34,53,56,69,0.61,0.59,0.43,0.14,84,90,87,0.064,0.045,0.072,0.1,31,37,31,0.24,0.22,0.31,11,16,17,11,28,26,36,10,34,48,24,23,18,37,13,18,15,17,33,33,35,0,58,65,44,2,2,5,14,77,74,63,10,11,14,2,7,10,12,7,7,6,11,42,38,45,14,14,14
40,40,42.324722,-71.598889,686.6506109,NA,Massachusetts,MA,1,8.35,42,64,27,8.38,8.06,9.32,42.9,62,50,23,42.3,42.8,47.4,0.557,35,47,37,0.869,0.711,0.937,31,32,40,20,35,33,40, NA,NA,NA,NA,0,0,0,1.3,34,42,29,1.6,1.5,1.8,130,58,59,55,290,320,590,0.23,19,23,54,0.52,0.46,0.3,0.15,73,74,78,0.17,0.16,0.13,0.51,80,83,76,0.36,0.3,0.43,0.26,93,95,95,0.098,0.08,0.072,0.76,87,83,90,0.36,0.43,0.31,9,17,17,5,25,24,36,12,40,49,27,25,22,37,6,10,9,4,25,26,35,1,44,51,50,6,5,5,4,33,30,22,10,10,14,3,24,25,18,5,5,6,16,65,62,69,14,15,14
41,41,43.691583,-93.627306,41.86830835,NA,Minnesota,MN,5,9.53,29,12,51,9.95,10.6,9.32,48,96,16,47,44.2,50.3,47.4,0.247,18,6,10,0.753,0.931,0.937,21,12,3,3,36,34,40, NA,NA,NA,NA,0,0,0,0.66,11,4,4,2.2,1.7,1.8,5.3,13,12,11,350,370,590,0.6,81,73,81,0.33,0.39,0.3,0.00079,18,9,17,0.18,0.12,0.13,0.35,59,62,69,0.5,0.51,0.43,0,32,24,26,0.11,0.069,0.072,0.037,7,3,5,0.21,0.31,0.31,13,34,24,15,22,29,36,2,10,11,6,18,24,37,25,53,41,38,27,33,35,0,56,58,44,2,2,5,7,56,42,36,8,11,14,4,27,33,33,6,6,6,17,73,72,74,14,14,14
42,42,43.572194,-93.608194,34.78554217,NA,Minnesota,MN,5,9.48,28,11,49,9.95,10.6,9.32,48.3,98,18,49,44.2,50.3,47.4,0.242,17,5,10,0.753,0.931,0.937,21,13,3,3,36,34,40, NA,NA,NA,NA,0,0,0,0.69,13,5,5,2.2,1.7,1.8,17,26,26,24,350,370,590,0.65,84,77,84,0.33,0.39,0.3,0.014,20,10,18,0.18,0.12,0.13,0.78,78,80,84,0.5,0.51,0.43,0,32,24,26,0.11,0.069,0.072,0.053,15,7,10,0.21,0.31,0.31,17,46,35,22,22,29,36,7,35,33,17,18,24,37,27,56,44,41,27,33,35,0,57,58,44,2,2,5,6,50,36,31,8,11,14,7,63,66,63,6,6,6,20,80,80,81,14,14,14
43,43,43.87075,-93.288222,539.6206164,NA,Minnesota,MN,5,9.6,31,13,53,9.95,10.6,9.32,47.8,96,16,46,44.2,50.3,47.4,0.28,23,8,13,0.753,0.931,0.937,22,15,4,4,36,34,40, NA,NA,NA,NA,0,0,0,0.76,15,8,7,2.2,1.7,1.8,63,52,47,44,350,370,590,0.55,77,70,78,0.33,0.39,0.3,0.022,21,12,20,0.18,0.12,0.13,0.78,78,80,84,0.5,0.51,0.43,0,32,24,26,0.11,0.069,0.072,0.04,9,3,6,0.21,0.31,0.31,17,47,35,23,22,29,36,2,9,10,5,18,24,37,32,66,54,50,27,33,35,0,56,58,44,2,2,5,12,81,66,57,8,11,14,10,87,88,86,6,6,6,14,61,57,61,14,14,14
44,44,34.796389,-97.800833,1.926769731,NA,Oklahoma,OK,6,8.68,12,22,33,9.37,9.45,9.32,55,23,86,87,55.8,47,47.4,0.178,7,5,5,0.526,0.72,0.937,37,10,21,40,45,42,40, NA,NA,NA,NA,0,0,0,1.5,18,32,39,1.9,1.8,1.8,4.8,17,10,10,83,320,590,0.23,62,72,53,0.25,0.18,0.3,0.034,56,45,30,0.044,0.072,0.13,0.25,61,51,62,0.38,0.55,0.43,0.033,42,42,43,0.066,0.075,0.072,0.034,6,4,4,0.22,0.41,0.31,33,51,38,54,35,45,36,15,15,14,33,32,50,37,51,73,69,77,39,39,35,3,80,54,63,2,6,5,29,92,78,87,13,17,14,6,46,45,54,7,7,6,12,39,55,46,14,12,14
45,45,37.471528,-97.244722,2569.336854,NA,Kansas,KS,7,9.14,37,17,42,9.21,9.75,9.32,56.3,91,93,91,55.6,53,47.4,0.34,30,25,19,0.639,0.779,0.937,37,41,47,40,39,38,40, NA,NA,NA,NA,0,0,0,1.3,32,44,30,1.6,1.5,1.8,70,67,52,45,140,490,590,0.49,66,67,74,0.37,0.36,0.3,0.03,38,36,27,0.078,0.097,0.13,1.2,84,84,91,0.61,0.59,0.43,0.051,64,76,59,0.064,0.045,0.072,0.17,53,61,56,0.24,0.22,0.31,12,16,18,11,28,26,36,5,14,26,12,23,18,37,19,28,26,28,33,33,35,0,58,65,44,2,2,5,6,43,37,30,10,11,14,5,37,40,43,7,7,6,23,86,85,87,14,14,14
46,46,35.309167,-99.301667,8.303608935,NA,Oklahoma,OK,6,7.64,3,10,16,9.37,9.45,9.32,54.8,20,85,86,55.8,47,47.4,0.165,5,4,4,0.526,0.72,0.937,32,2,10,25,45,42,40, NA,NA,NA,NA,0,0,0,1.2,5,17,23,1.9,1.8,1.8,16,35,22,22,83,320,590,0.45,79,86,72,0.25,0.18,0.3,0,27,26,16,0.044,0.072,0.13,0.17,44,37,49,0.38,0.55,0.43,0,24,29,26,0.066,0.075,0.072,0.085,25,24,24,0.22,0.41,0.31,24,26,23,39,35,45,36,8,3,6,21,32,50,37,40,53,52,62,39,39,35,3,77,51,60,2,6,5,15,62,51,63,13,17,14,7,54,51,61,7,7,6,21,85,88,84,14,12,14
47,47,35.495278,-98.863056,5.144478844,NA,Oklahoma,OK,6,7.84,4,11,18,9.37,9.45,9.32,55,23,86,87,55.8,47,47.4,0.391,47,28,23,0.526,0.72,0.937,35,5,15,32,45,42,40, NA,NA,NA,NA,0,0,0,1.5,19,34,40,1.9,1.8,1.8,39,55,36,37,83,320,590,0.3,69,78,60,0.25,0.18,0.3,0,27,26,16,0.044,0.072,0.13,1.2,92,87,90,0.38,0.55,0.43,0,24,29,26,0.066,0.075,0.072,0.28,81,67,73,0.22,0.41,0.31,46,76,56,70,35,45,36,43,77,47,63,32,50,37,49,70,66,74,39,39,35,6,89,67,74,2,6,5,20,79,63,75,13,17,14,5,36,35,44,7,7,6,33,98,98,97,14,12,14
48,48,35.14,-96.169167,NA,NA,NA,NA,NA,  NA,NA,NA,NA,  NA,  NA,  NA,  NA,NA,NA,NA,  NA,  NA,  NA,  NA,NA,NA,NA,  NA,  NA,  NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA, NA,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, NA, NA, NA
49,49,35.739444,-98.797778,9.497797357,NA,Oklahoma,OK,6,7.62,3,9,16,9.37,9.45,9.32,55.1,25,87,87,55.8,47,47.4,0.149,2,3,4,0.526,0.72,0.937,32,1,9,23,45,42,40, NA,NA,NA,NA,0,0,0,1.2,5,17,23,1.9,1.8,1.8,5.5,19,11,11,83,320,590,0.5,82,88,75,0.25,0.18,0.3,0,27,26,16,0.044,0.072,0.13,0.26,62,52,63,0.38,0.55,0.43,0,24,29,26,0.066,0.075,0.072,0.045,10,8,7,0.22,0.41,0.31,28,36,29,46,35,45,36,9,4,7,22,32,50,37,46,64,62,71,39,39,35,0,53,35,44,2,6,5,15,63,51,64,13,17,14,7,54,51,61,7,7,6,19,78,83,78,14,12,14
50,50,35.144444,-96.247222,47.43801192,NA,Oklahoma,OK,6,8.97,21,29,38,9.37,9.45,9.32,54.2,10,82,84,55.8,47,47.4,0.167,5,4,5,0.526,0.72,0.937,42,33,46,57,45,42,40, NA,NA,NA,NA,0,0,0,2.1,68,72,70,1.9,1.8,1.8,0.38,5,4,3,83,320,590,0.21,60,70,52,0.25,0.18,0.3,0,27,26,16,0.044,0.072,0.13,0.21,54,46,58,0.38,0.55,0.43,0.023,35,34,32,0.066,0.075,0.072,0.028,3,3,3,0.22,0.41,0.31,35,55,41,57,35,45,36,29,53,32,51,32,50,37,41,55,54,64,39,39,35,0,53,35,44,2,6,5,18,75,60,72,13,17,14,3,13,16,21,7,7,6,23,90,91,87,14,12,14
51,51,45.03681,-93.971649,119.7919152,NA,Minnesota,MN,5,9.88,40,19,59,9.95,10.6,9.32,44.5,44,6,29,44.2,50.3,47.4,0.314,26,11,16,0.753,0.931,0.937,25,25,11,8,36,34,40, NA,NA,NA,NA,0,0,0,1.1,25,26,18,2.2,1.7,1.8,94,60,53,50,350,370,590,0.19,42,33,49,0.33,0.39,0.3,0.021,21,11,19,0.18,0.12,0.13,0.27,53,56,64,0.5,0.51,0.43,0.022,34,29,30,0.11,0.069,0.072,0.12,50,34,37,0.21,0.31,0.31,18,53,40,26,22,29,36,4,20,19,10,18,24,37,33,69,57,52,27,33,35,0,56,58,44,2,2,5,11,75,60,51,8,11,14,7,57,60,58,6,6,6,14,56,52,56,14,14,14
52,52,40.576944,-86.526667,50.64360587,NA,Indiana,IN,5,11.1,62,64,86,11,10.6,9.32,50.3,29,46,63,51.2,50.3,47.4,0.378,11,17,22,0.835,0.931,0.937,26,6,13,9,34,34,40, NA,NA,NA,NA,0,0,0,0.72,1,6,6,1.4,1.7,1.8,1.8,8,6,6,250,370,590,0.68,84,79,86,0.36,0.39,0.3,0.031,20,23,28,0.16,0.12,0.13,0.29,56,58,65,0.52,0.51,0.43,0.059,83,65,64,0.044,0.069,0.072,0.084,13,20,23,0.34,0.31,0.31,21,46,46,31,27,29,36,1,9,6,3,19,24,37,40,63,67,63,35,33,35,0,63,59,45,2,2,5,18,76,80,70,12,11,14,8,68,71,69,6,6,6,12,44,43,47,14,14,14
53,53,42.70689,-93.63604,15.90127132,NA,Iowa,IA,7,9.44,30,34,49,9.67,9.75,9.32,48.8,34,14,52,49.5,53,47.4,0.295,22,19,15,0.585,0.779,0.937,20,5,2,3,30,38,40, NA,NA,NA,NA,0,0,0,0.6,11,4,3,1.1,1.5,1.8,200,45,69,62,1400,490,590,0.71,83,86,87,0.44,0.36,0.3,0.00007,21,21,16,0.1,0.097,0.13,0.31,38,54,67,0.79,0.59,0.43,0,92,51,26,0.0034,0.045,0.072,0.033,10,8,4,0.2,0.22,0.31,22,65,53,35,21,26,36,8,55,41,20,12,18,37,36,68,60,57,30,33,35,0,66,65,44,2,2,5,4,30,27,23,9,11,14,7,59,58,60,6,7,6,15,51,57,63,15,14,14
